clean_text,stars,sentiment,word_count,char_count,sent_count,avg_word_len,vader_compound,vader_pos,vader_neg,vader_neu,exclamation_count,question_count,exclamation_density,caps_ratio,unique_word_ratio,review_len_extreme
tenderloin sandwich. boring. ok piece of meat yet served on a hamburger bun. no topping or condiment. thin slice of onion and leaf of lettuce is supposed to dress this up? skip this sandwich.,2,Negative,34,191,6,4.647058823529412,-0.3612,0.06,0.154,0.786,0,1,0.0,0.05583756345177665,0.8571428571428571,0
"i have come to this place a handful of times over the years beginning when it used to be called ""our gang."". i have always liked the feel of the place the chicken piccata. i have taken different friends there, dates there before i met my husband, and no matter who i have gone with,have always had a pretty positive experience.nnthat said, last night i went there with my husband, immediate family, and best friend to celebrate my birthday. there were 6 of us. this time i ordered a simple spaghetti meatballs. i was surprised that i did not really like it. i gave 12 the meal to my brother to eat after and 1 of the 2 meatballs to my dad. i was also really surprised at the response we received when we asked for more bread. we had eaten 2 small baskets each with a single little loaf of sliced bread, and when we asked if we could have more, the server said, ""i'm not sure. how many have you had?"" i thoughts he was kidding. but we were told we could have 1 more loaf of bread but after that we'd be charged 2.50 for each additional loaf. what a crappy policy.nni guess everyone else liked their food ok so i gave them 3 stars. also my husband. enjoyed a bottle of wine for a great deal because it was a weds. special they always run.",3,Neutral,239,1236,15,4.175732217573222,0.9773,0.167,0.049,0.784,0,1,0.0,0.021496815286624203,0.6083333333333333,0
sub par service and received cold food. forty five minutes for a cold burger and fries is pretty ridiculous would recommend 010. would recommend the free beer though just eat before you come to drink.,1,Negative,35,200,3,4.742857142857143,0.8402,0.267,0.058,0.674,0,0,0.0,0.01485148514851485,0.8611111111111112,0
"the staff is generally helpful but the range is limited. the rifle side of the range stops at 200 yards with only a few benches that are usually full. there are a lot of lanes to shoot pistols from and the targets are easy to work with while being well constructed. safety is top notch but can be over bearing for sure however, that is understandable at a county range. like any range, many of the range masters are retired military and will talk ad nauseam if you let them.",2,Negative,90,474,5,4.277777777777778,0.9209,0.196,0.07,0.734,0,0,0.0,0.010438413361169102,0.7362637362637363,0
"the pizza here is so good we will drive across the city for it. we love the chipotle shrimp with cranberries and barbeque sauce, perhaps one if the best pizza i've ever tasted. i really like that they give you your own water bottle to share, nice atmosphere and pleasant staff.",5,Positive,51,277,3,4.450980392156863,0.9727,0.351,0.0,0.649,0,0,0.0,0.0035971223021582736,0.8653846153846154,0
"just stop now and sign up for internet with any other company except centurylinknnsince may i have had subpar service with this company. i have called about 5 times to complain that i am only getting 5mb per second on all my devices. every time i call, the person on the other end tells me that the service looks great on their end. they don't listen when i tell them that i am getting 5mb on 3 devices and i should not have to reset the modem every two days like they tell me too. nno one listens to what i need and it is a bunch of lies. today, i called to cancel and ginger the rep told me that i have a 12 month commitment. mind you that i signed up for a no-contract service. she said that i owe 20 per month for the unused months 8 months left. she said that i could only cancel within the first 30 days. i let her know that i have called 5 times about the bad service. she cannot see the notes on her end and she is not linked to notes from technical issues. how can someone in retention not be able to see the history of the account to be able to get the full picture. nanother lie and ploy to get you to sign up and make you pay even more when you want to cancel. ni don't want much, i just want my devices to have more than 5mb per second. i asked to speak to a supervisor and ginger refused to transfer me. she said she can send an email and then hung up on me. yes, she hung up on me. that is centurylink in a nutshell. pull this call, 9262014 at about 210pm and the rep name is ginger. all i want is to leave. i don't want to do business with your company because you are shady and crooked. you cannot do business like this in 2014 and i will let every last human know to stay away. you cannot put no contract on the front page of your website and then tell me i am in a 12 month ""commitment"". nplease make it right. not only for me but for future customers. n1. ginger cannot hang up on me even though i am an angry customer. i believe i called the retention number. not only does she not help resolve an issue i have been having for months, she hangs up on me. she should be repremandedn2. change the wording on your website to either say 12 month contract or truly allow customer to cancel anytime under your no contract. no contract- is a lie. it is not called a contract but it is a 12 month commitment. how funny does that sound and is it different to you and i. i called to cancel and i will have to pay 20 per month for the unused months left in my ""commitment""n2. they throttle your service. you do not have the speed that you pay for. they will slow you down to a crawl if you use your service. n3. the modem is the cheapest. when i signed up i was told that i had to use their modemwifi. if you use any devices wirelessly, stay away from centurylink. i sold my 200 wifi with the latest technology to go with their 39 one. the jokes on me.n4. you will not get the service you pay for and complaining will do absolutelynothing. don't be sold on the price they give you.nnagain, i just want to leave, i am unhappy because i pay for a service that i am not getting. all i ask is for you to honor we initially agreed upon. no contract. it is simple, cox does it, time warner does too. when the customer does not want the service, we just part ways.",1,Negative,656,3267,50,3.981707317073171,0.9157,0.086,0.068,0.847,0,0,0.0,0.03683574879227053,0.4063926940639269,1
i have seen so many shows in vegas and this is by far the best one. you will love it!!! has everyhing!!!nnmake sure to go a little early bc the line for food gets busy!,5,Positive,35,168,4,3.8285714285714287,0.9164,0.283,0.0,0.717,7,0,0.19444444444444445,0.11046511627906977,0.9444444444444444,0
"i went here for the first time last night and i have to say i'm a fan.nndowntown in general is a great spot for locals. the vibe is definitely different and everything is a bit more casual when it comes down to appearance. inside isn't as easy on the eyes as commonwealth, but i love the music played here. if you're looking for a place to dance you heart off to then go here!nnthe drinks are your average price - a tad bit cheaper than the strip. my 2 friends ordered an adios and they were saying adios by the end of the night. their drinks tasted 95 alcohol. it was super strong, but got the job done for them.nnanother plus is that there is no cover charge for guys or girls. how awesome!",5,Positive,134,692,8,4.1716417910447765,0.9867,0.23,0.03,0.741,2,0,0.014814814814814815,0.025714285714285714,0.7555555555555555,0
"holy, delicious!! clockwork is better than the chains, and just as cheap. plus, they offer a wide selection of salads, gyros, sandwiches and pizzas. my one true love is the pendulum clock white pizza with ricotta cheese, mozzarella, fresh garlic, tomato and spinach. nnfeel like eating pizza on easter or xmas? i did. and they were open.",5,Positive,57,337,7,4.9298245614035086,0.9583,0.279,0.0,0.721,2,1,0.034482758620689655,0.03768115942028986,0.8620689655172413,0
not a big fan. chipotle and baja fresh are a lot better.,1,Negative,12,56,2,3.75,0.5003,0.367,0.139,0.494,0,0,0.0,0.05263157894736842,0.8461538461538461,0
"not sure what is happening, but two visits and two messed up orders. both times it took them more than an hour and half to prepare our pizza. the first time they apologized for the ""slow service"" and the fessed up that they lost our order. six weeks latter - they did exactly the same thing again. not only did they lose our order, but then when we got home they gave us the wrong salad order. their pizza is not good enough to justify this type of wait. we will look for another pizza place that manages their orders better.",2,Negative,101,525,7,4.207920792079208,-0.8895,0.058,0.157,0.785,0,0,0.0,0.06378986866791744,0.7352941176470589,0
"cheesy. truly, it's a little too cheesy for my tastes, although i've grown to accept this as a normal problem with these americanized mexican restaurants. but this is a great little place that has dining inside and a take-out window outside. it's a great place to pick up an enchilada-style burrito on the way home.",3,Neutral,55,315,4,4.745454545454545,0.9349,0.243,0.03,0.727,0,0,0.0,0.0219435736677116,0.8035714285714286,0
"my friends and i stayed at hooters for two nights, tuesday and wednesday. we got our rooms for a really cheap price 12 per person, per night. naturally, we were not expecting fancy hotel rooms.nnthe rooms were about what we expected. they were simple but clean and definitely adequate. the hotel also has a really nice pool area with a bar. the hooters restaurant is good, but predictably overpriced.nnservice at the hotel is pretty poor. we waited in line an inordinately long time to check in. when i called housekeeping to request more towels we only had two, and there were four people staying in the room, no one picked up the phone and i had to leave a voicemail message. no one ever got back to me. when housekeeping cleaned the room on wednesday, they didn't replace the toilet paper or shampoo, and we were clearly running out of both.nnas others have noted, the atmosphere is a lot like that of a frat house. hooters is a good place to stay if you a want a really cheap hotel room, but don't expect much when it comes to service.",2,Negative,190,1039,11,4.473684210526316,0.9772,0.171,0.053,0.776,0,0,0.0,0.02095238095238095,0.6596858638743456,0
"i was over charged, for a mistake that was made by them, while getting an attitude, for mediocre food.... i've worked in a little pizza place similar to this one... food was a little bit tastier, but that's not the reason for the one star rating. i mentioned working at a pizza place because i know how people can be and how much it sucks to make a mistake. but im also aware as to how easy it is to just smile and be nice to people regardless if a mistake was made or if they were rude or kind.... well, there is this older guy that works the register, and he has the worst attitude- any other time i've put my order in it's been two large pizzas one cheese one pepperoni, two 2liters and two ranches for roughly 1213... and regardless if the order is right and the transaction goes smooth- this guy still has the worst attitude. well tonight i walk up to the shop to get my order and it's 1 cheaper than usual, and i also get only one pizza handed to me.... so i told him that my roommate had ordered two pizzas... he tells me no he only ordered the one. i then apologize to him and suggest that maybe it was a misunderstanding and to give me a moment to make sure- i called my roommate, he assures me two pizzas were ordered, as per usual. i tell the man yes sir two pizzas were ordered one cheese and one pepperoni- he then tells me again, no just one pizza was ordered and that the guy ordered, ""a pizza with cheese and pepperoni""..... now usually most pizzas come with cheese as a given, or if i wasn't sure i would have kindly asked the customer to repeat what they had said - where i worked we read back the order at the end of the call anyway, just to make sure it was what they ordered... he maintains that one pizza was ordered... i asked him if i could please just have the other pizza..... so while telling me that most people that order from them ""they ask for a pizza with cheese and pepperoni"" he then tells me it's going to be a 7 minute wait, which i'm fine with because fresh food is the best, but then he charges me -on top of the original 11.50- another 5.50 for the ""extra pizza""...... i ended up apologizing for the misunderstanding- he made no apologies or attempt to make it better... now i'm not sure if there is a mistake fee the customer has to pay or we just got charged extra for the extra awesome attitude- but this sucks and i wish i would have caught it before i walked home and my roommate pointed it out to me. i know the difference is only a couple bucks, but it makes a difference when you're trying to watch your money... the attitude was just the icing on the cake i guess... 17 for mediocre food and extra wait time.... i don't understand?",1,Negative,521,2679,16,4.143953934740883,0.9127,0.12,0.102,0.778,0,1,0.0,0.014074074074074074,0.46360153256704983,1
"willow house is really stinky, like garbage stinky. what's up with that?nnfree wifi is cool, and the coffee is standard. aa meetings go on there, so that may be why there's that bizarre nightly influx of patrons late into the night. nnthe food is downright putrid, but it gets 2 stars for having survived this long, even with that godawful stink.",2,Negative,61,346,4,4.688524590163935,-0.001,0.114,0.129,0.757,0,1,0.0,0.019943019943019943,0.8709677419354839,0
"i have had numerous issues with this particular location, from hairs plural in my ice cream, bad customer service, employees arguing with me instead of hearing out my complaint, and them punching the punch card but not being able to accept it. tonight was the last straw. i tried to use a coupon that i got from a paid for fundraiser book. i've used several of these coupons for the same thing everytime. tonight, it was an issue. i explained to the clerk that i was accommodated before and he was so busy feeding me lines that the manager pays for it if he accepts the coupon and that i have to get some fancy item instead. when i said fine, after not wanting to argue any longer, he tells me i have to pay for what i got because he made it for me. i was done. i guess he would rather get no money than some money. i left without buying what i originally ordered. never going back again. they need to learn how to customer service people. i'm not a criminal and certainly don't appreciate being talked to like one. i hope the next person has a better experience than i have.",1,Negative,205,1075,14,4.248780487804878,0.919,0.121,0.074,0.805,0,0,0.0,0.02040816326530612,0.6601941747572816,0
"""change oil""n""change oil""n""change oil""n""change oil""nhow annoying is that? for the past couple of weeks that message has been staring at me in the face... from my dashboard in the car. unfortunately, it did not magically disappear either. so, i finally gave in and brought my car to firestone.nni actually called first and the guys working there sounded like they were slammed. they said to come by first thing in the morning. but i couldn't wait - i just wanted to check ""change oil"" off my to-do list. so, i walked in, worked with mark and timothy, and they told me they could have me in and out within an hour and a half. i ended up being there for closer to two and a half hours, but guess what? that light is no longer flashing in my face and my car seems to be running well. at 25.80, i feel like that was time and money well spent.nni would return for oil change or other simple procedures, but not sure about more in-depth, etc... take that for what it's worth.",3,Neutral,180,968,10,4.383333333333334,0.6757,0.078,0.048,0.874,0,2,0.0,0.03510531594784353,0.6906077348066298,0
"a friend told me to check this place out as a late night hang out. uhhhh service sucked. i'll just stick with getting my bobas elsewhere. on top of that, i would veer away from the fro yo! we got some calamari that were pretty tasty though ! there wasn't really anywhere to hang so i wouldn't say that this is an ideal place to bring a large group. the place is kind of small.",2,Negative,75,376,7,4.026666666666666,0.8475,0.154,0.038,0.808,2,0,0.02631578947368421,0.007957559681697613,0.8157894736842105,0
"long before i was yelping is that really a verb? i went to this establishment. i must confess that i really did not remember the experience. nnso with family in town, we decided to try it again. before going, i read the reviews, i found myself confused with the mixed reviews. but after our experience, i now understand. nnthis restaurant is for atmosphere only!!! if you want a good dinner or good steak, go somewhere else. nnnow there are two ways to eat at this establishment nnfirst--- ngo to the sit down restaurant portion. order from menu. have food delivered like normal. nnsecond-- nsit out at patio yard in back. to get food, you must go to walk up window, order and have food brought out. i am not sure if menu for this is the same for restaurant or not?? nnnow tonight, the saturday before easter we went to dinner. figuring that it would be busy, we tried to go early, 500. but getting there about 30 minutes late, found that the parking lot was already very full and patio area was packed. nnstill having some lucky family genes, we found a parking spot right in front and were able to get seated at table in restaurant side immediately. 5 minutes later, i don't think we would have been that lucky... nnso when you see the reviews about parking and long waits, i understand their frustrations. nnthree of the four ordered rib eye steaks. the fourth a jack daniels chicken. it is pretty tough to screw up a chicken breast so can't comment on that. however, the rib eye... not worth the 18 price tag. very poor piece of meat and not cooked very well. i was up sold on the mushrooms, which were served on top. this did nothing to cover the poor quality of meat and poor cooking. nnnow i fancy myself a pretty good cook. i make a mean breakfast, do well on dinners, and do very well on the grill. so anytime i find myself thinking that i can do better at home, i know the food is not very good.... nnservice was average. not sure the waitress even gave us her name. and was clearly too busy, with too many tables to provide quality attention. nnmaybe on a different night when things are not as busy, it might be better. but if the cut of meat is the same quality, i don't care what you do to it, how good your service person is, or how many mushrooms you put on top, it will still taste bad. it will never be worth the 18 price. nnthree steak dinners, one chicken dinner one alcoholic drink for each, no dessert... total bill 118.00 including tip... not!!!!!!!!!!!!nni am sure the patio atmosphere would be very fun! fires in pits, roasted marshmallows, and often times live music. so if you are looking for fun place to go with friends to enjoy an evening under stars, this might be the place. nnwant a good steak or other type meal... go somewhere else...",2,Negative,513,2769,40,4.3996101364522415,0.9734,0.125,0.096,0.779,16,3,0.0311284046692607,0.029181494661921707,0.5544747081712063,1
"staff very busy but nice.nnfoodn- i ordered the ball field dog and french fries,nthe buns were very soggy, the dog was very hard and tasted weird.nthe fries were greasy....nn- my friend ordered a veggie dog, it was very dry....nni got sick couple hours later i have a sensitive stomach though... nnot my type of hot dogs...never again.nni think even weinersnitchel tastes better...nnyelpers, i don't understand the 4 stars...nnas i said, the staff was busy but polite....",2,Negative,76,471,1,5.2105263157894735,-0.3788,0.056,0.089,0.855,0,0,0.0,0.036511156186612576,0.7272727272727273,0
"went there on a tuesday night with my boyfriend for ""taco tuesday."" very cool atmosphere! the server was extremely nice and the food was delicious!",5,Positive,25,147,2,4.92,0.8741,0.322,0.0,0.678,2,0,0.07692307692307693,0.04,0.8846153846153846,0
"this review is only for breakfast.nnwe ended up getting breakfast here twice as we were staying at the wynn. i am not a huge fan of buffets as i dont think that hot food can taste like it was meant to be if it sits out for a while especially eggs. however, the wynn buffet is the best of the bunch on the strip for breakfastnnthe selection of entrees, eggs and desert is vast. you are likely going nto eat more than you should and regret your decesion on your way out. we did !nnanywho, you are on vacation and dont have to work after eating here.....so when in rome",4,Positive,110,566,5,4.154545454545454,0.3111,0.058,0.061,0.88,1,0,0.009009009009009009,0.024096385542168676,0.7657657657657657,0
service is always warm and friendly here. who says you need to pay a load of money to eat great tasting food? just 10 is good enough at this spot. try it out!,5,Positive,33,158,4,3.8181818181818183,0.8999,0.304,0.034,0.662,1,1,0.029411764705882353,0.0125,0.9117647058823529,0
"their milk tea is delicious, but i'm not a fan of any food that they serve. the meats look like they were bought cheap, and flavors are the same salty.",3,Neutral,30,151,2,4.066666666666666,0.4866,0.164,0.072,0.764,0,0,0.0,0.0196078431372549,0.9032258064516129,0
"stopped here to get dinner for the family cuz long john silvers has always been a favorite of mine. i was suprised to find it wasn't busy. the store was clean, the staff was friendly helpful, and the food was prepared quickly. when the guy brought me my food he asked if i wanted sauce and i said yes some of everything.nwhen i got home and looked in the bags i was disappointed to find no tartar sauce, no malt vinegar, and a whole bunch of ketchup. then i discovered the next disappointment when i started eating the food. i sure do remember the fish pieces being alot bigger. the onion rings were not very good, the hush puppies weren't cooked all the way, and the fries were soggy! not that it mattered really cuz i wont eat any of it without malt vinegar! ugh! what a waste of 45.",2,Negative,150,785,10,4.24,0.5698,0.134,0.111,0.755,3,0,0.019867549668874173,0.02753441802252816,0.6887417218543046,0
"you have to take another shuttle from the mccarran rental car center, minus one star. they have the new fiats on site but will only rent them to you if your considering buying it, minus another star. they advise you to take the insurance because they say nevada is a no fault state. which means and i quote ""you rent the car until the repairs are done"", minus another star. and last but not least, two days later you see a 200.00 charge on your credit card that should only be 50.00 minus another star. so my original quote of 30.00 was not worth all this hassle! so that leaves this review with one star and they are lucky to get that!",1,Negative,122,636,7,4.221311475409836,0.5722,0.083,0.063,0.853,2,0,0.016260162601626018,0.02332814930015552,0.6666666666666666,0
"the owner of this company, steven latsch, also owns a contracting business called sdci, which we will be reviewing separately this review is about our experience with par plumbing. mr. latsch was out of town when we realized that his partner at sdci, daniel cooney, had neglected to properly install our toilet in the master bathroom that negligence resulted in very nearly bringing down the ceiling in our garage. his employees were extremely rude and initially refused to contact him on his very important business trip he left no one in charge while he was gone. after threatening his employees that we would file another complaint with the registrar of contractors against sdci, mr. latsch was finally contacted, and later that day he dispatched a plumber to the job site to fix the toilet leak. a week later, when mr. latsch sent some sdci employees to fix the ceiling, he tagged along and had an epiphany even though the toilet mr. cooney installed was obviously leaking, it wasn't that leak which caused any damage...no, he insisted, the damage came from another, different leak that sdci was not responsible for. when sdci was hired to renovate our town home, a leak in the upstairs guest bathroom was discovered and most of the garage ceiling needed to be replaced. whatever leaks were present should have been searched fordiscovered before they closed up the ceiling and assured us that our home was move-in ready. instead, the person who was fixing the cracked tiles for the flooring subcontractor ccfc--who happened to be present on the day we noticed that there were enormous water bubbles in the ceiling which were about to burst--showed us that the toilet was leaking from the toilet ring. what mr. latsch tried to say was that no water leaked into the floorceiling from the toilet...ummmm, then where did that water go???? so mr. latsch then proceeded to tell us that, out of the kindness of his heart, he had his employees fix a 2,000 leak for free. the following week, mr. latsch didn't bother to show up or call at the appointed time he was supposed be present for a follow-up inspection nobody showed up at all. we had to call him to remind him of the appointment he scheduled, and he put us off until the next day. when will people like this realize that the customer's time is valuable, too? and then he got mad at us because we didn't show him all of the respect he felt was his due for fixing his company's negligence ""for free."" then he announced that he wasn't going to follow up on the leak, and told us to go ahead and file another roc complaint or get an attorney to force him finish the job. at that time, he was asked to leave, but he didn't do so in a timely manner...just stood there defiantly as though it was his decision as to when he shouldwould leave. these people, and the subcontractors they hired to renovate our home, are unprofessional, unreliable and negligent. hire them at your own risk.",1,Negative,518,2933,17,4.664092664092664,-0.9582,0.031,0.079,0.89,0,5,0.0,0.038396766588076794,0.5183044315992292,1
"went to vegas as part of a los angeles holiday last christmastime, where we intended to partake in some sin city gluttony by visiting bacchanal at caesar's. when that plan fell through, we instead went to the studio b buffet what a lame name at the m resort, based on online reviews that paints the place as just as good as bacchanal. or so that's what my aunt told me.nnthe m resort is so far away from the strip that it is technically located in henderson proper. quite the drive to get there from the vegas core. the admission prices are much cheaper than the vegas premium buffets on most days. great, until you find yourself in a two-hour long lineup, having to endure screaming kids, an infinite loop of tv promos depicting the resort as a sexy oasis in the middle of nowhere, and the wafting stink of cigarettes from the casino floor.nni have never waited so long in my life just to eat at a restaurant. it's quite possible that they were trying to stall the line so we end up paying the higher dinner price instead of the if i remember correctly, 18 weekday lunch rate. but by the time we got to the counter to pay the lunch rate, whew!, holy shit, there's another lineup! one for small parties, another for groups of five or more. and it was not moving any faster. heck, the shorter comp line didn't fare much better than the two-hour hunger we endured. i sure was ""hangry"" very hungry angry at this point. i wonder why my stomach acids did not eat me from the insides from all this excessive waiting.nnonly when we were finally led to our table, did we see how much of a mess this place is. it is a giant restaurant, with a lot of seating, half of which were empty or were still left uncleaned long after its patrons have left. what the fuck? i bet most of those in the lineup to get in could be easily accommodated in the empty tables. the incredibly disappointing level of disorganized and inefficient management and spotty service left much to be desired about the buffet experience.nnthe food however was quite a joy. there's a good mix of asian and western food available from the servery. i enjoyed the prime ribs and salads. and i love watching people line up to get king crab by the plateloads, as well as those bearing handfuls of unlimited complementary alcohol, which i did not take advantage of. beer was the last thing on my mind when all i want to do is eat to death after a long-ass queue.nnour server was kind and polite, despite the lackluster attention to service detail studio b was exhibiting. it's also fun to read the staff's name tags that states where they are from.nnsuffice to say, i would not return to this middle-of-nowhere mess of a place. to begin with, i am not easily impressed with all-you-can-eat buffets, a concept that i consider to be overrated after years of enduring bad chinese buffets back home. i sure as hell will not line up and wait a long time to eat at a restaurant ever again--you have to be insane or very desperate to do that. unless i suppose the lineup leads into bacchanal--still curious about what that place is all about.nnshould you choose to eat here, i absolutely do not recommend you come in a party larger than four. studio b is incapable of handling large groups on a busy day. in fact, we almost elected to break up our party of 7 into two separate groups to get in, if it was not for a little 'social engineering' more like taking advantage of the confusion staff was exhibiting with seating organization, who insisted we not break our party up. the poor folks in front of us were not happy to see we were let in ahead of them.nnalso, the washrooms or restrooms, as americans call it are located outside the dining hall. right next to where the queue curls up. be sure to say hi to the lineup... or warn them about what a mess it is inside.",2,Negative,703,3814,32,4.42674253200569,-0.9688,0.101,0.13,0.768,2,1,0.002840909090909091,0.02101712506486767,0.5340909090909091,1
"my first stay at this chain was not bad. hotel was clean, modern, conveniently located. the service was professional and helpful. i was disappointed with the breakfast-eggs were rubbery. i might consider staying with hi but not with the express chain for this reason.",3,Neutral,44,267,5,5.090909090909091,0.3869,0.124,0.045,0.831,0,0,0.0,0.026119402985074626,0.7333333333333333,0
after trying several salons in the vegas area i found one i am staying at. brittany is phenomenal and listens to what you want. nnyou won't go wrong!,5,Positive,28,149,3,4.357142857142857,0.4847,0.147,0.0,0.853,1,0,0.034482758620689655,0.039473684210526314,0.9310344827586207,0
"really a 3.5 but kind of overpriced for what you get imo. also i didn't care for a couple of the dishes at all and i was annoyed that i had to keep flagging down the waiter.nnstandout dishes carne asada, lamb, paella with iberico ribs, chicken croquetas.nntheir chicken was not very good and i wouldn't recommend that at all, and although i enjoyed the pan de cristal con tomate fresco, i sure as hell didn't think it was worth 12 a plate. nnalso i was annoyed they didn't have the salt foam margaritas that they have at the dc location. nnoverall, most of the food was quite good but everything was generally overpriced.",3,Neutral,113,621,4,4.504424778761062,-0.9547,0.076,0.203,0.721,0,0,0.0,0.029874213836477988,0.6754385964912281,0
"i'm giving 2 stars just because the food is decent. the staff is rude. last time we ordered out i said i would order out again to see if it was just the day...i'm afraid not. i asked for soy sauce and utensils and got a sigh of disgust. i'm sorry it's not my problem you are too busy and don't hire enough help. you're charging enough to be able to... my recommendation go to siamese kitchen 43rd and olive. super sweet lady at the front and cook owner, better prices...you won't be disappointed !!",2,Negative,95,498,8,4.252631578947368,0.8041,0.173,0.097,0.73,2,0,0.020833333333333332,0.07157057654075547,0.8020833333333334,0
"my boyfriend and i came to brio, already lovers of the chain restaurant townsquare our favorite pick, thinking it would be the same great experience. in the beginning we were told 30-40 minute wait and since it's homecoming weekend in vegas, we understood and the lady manager took my name and handed me a pager. we sat right outside and waited not long after were pleasantly surprised that another woman manager with a bun came up to us with a flatbread to take a piece while we waited. we were so grateful that she not only offered us a snack, but thanked us for waiting. patronage is a huge thing in local restaurants and being thanked for waiting is a rare commodity.nnwell an hour passes and we finally get up and walk inside. we ask how much longer to be told they were paging us for 15 mins?? apparently they gave us a broken pager that was fully lot and functional. thanks to the first lady manager. we're surprised at this considering there were 4 hostesses and 2 managers, not one of them would've walked outside to call our name? nnat that point they handed my boyfriend a new charger and expected us to wait more. at that point i walked over to the bar and say down. thank the serving gods for kelly at the bar because she made up for my irritated and highly agitated night. 2 stars is for her and her only. no more tivoli village brio for us.",2,Negative,253,1355,14,4.359683794466403,0.9317,0.123,0.057,0.821,0,3,0.0,0.04405286343612335,0.6181102362204725,0
the line is very long.the crumb cake-not good.the chocolate cannoli-good.the dark chocolate mini cake-amazing!nnn -samantha sami,3,Neutral,16,128,1,7.0625,0.0,0.0,0.0,1.0,1,0,0.058823529411764705,0.04081632653061224,0.8823529411764706,0
"great store, very helpful, acknowledged me upon entry. guys in the store were very helpful and personal. store has large selection of firearms, both black rifles and hunter types. they have a section for hard to find reloading. the only thing that not so great for me is that they are in henderson, but hey that's just a reason to ride my goldwing.",4,Positive,63,348,5,4.5396825396825395,0.7902,0.138,0.018,0.843,0,0,0.0,0.022535211267605635,0.796875,0
"this is a wonderful bistro, the owners are extremely friendly and the food is great. i left the restaurant feeling as though i had just had dinner at a friends home. nnwe were a group of four and we're able to try almost the entire tapas menu.highlights include the oysters, spanish caesar salad and stuffed mushrooms. for dessert you absolutely must have the natas, they are by far the best i've ever had. nnthis little bistro is a real gem. i can only find two minor short comings the bread that they served was not the best and in my mind should have been served with spanish olive oil and the presentation of the ketchup and mayo for the fries they came in heinz and hellman's plastic bottles.",5,Positive,128,697,6,4.453125,0.9758,0.176,0.0,0.824,0,0,0.0,0.019858156028368795,0.7209302325581395,0
still great food but no longer a food cart and also a bit higher prices.,3,Neutral,15,72,1,3.8666666666666667,-0.0644,0.156,0.171,0.673,0,0,0.0,0.0136986301369863,0.8125,0
"just got back from my second visit. first time was to get an aftermarket muffler and flange welded together that was cut instead of unbolted. quick, friendly and no bs. then just got a custom exhaust made. jerryreception and davethe exhaust guy are awesome guys. total price was as quoted. first visit was cheaper than quoted. highly recommended for all your exhaust needs. i know i'll be back if i need another exhaust done.",5,Positive,74,425,9,4.756756756756757,-0.1796,0.111,0.155,0.734,0,0,0.0,0.027906976744186046,0.8,0
"how can a target be ghetto? it's impossible! i'm at this specific target often and frequently, and it's perfectly nice and clean. place is well stocked, and just like every other target i've set foot into in my day. i come here because it's close to my home, and, well, frankly, its hard to hate a target.nnthe staff here is always friendly and helpful, and offer all the same services that the other targets do anywhere else in america. i come here for a zillion different reasons, but mostly because target is awesome, its closer to me then walmart, and they carry everything i need. nnwill return as often and as frequently as possible, since i love it here!",4,Positive,119,661,7,4.563025210084033,0.9708,0.208,0.027,0.765,2,1,0.016666666666666666,0.028273809523809524,0.7166666666666667,0
"the quality of yogurt is same as other location. but the toppings are quite less then other orange leaf location.nnthe main reason for 1 star is customer service. the owner seems to be very unhappy when asked about spoonsmall paper cups for testing. i haven't seen this kind of resistance at any other yogurt shop. even though i live nearby, i prefer to go to other orange leaf location purely because of customer service.",1,Negative,74,422,5,4.716216216216216,-0.6297,0.0,0.057,0.943,0,0,0.0,0.10093896713615023,0.7466666666666667,0
"the service is seriously lacking. also there's a female bartender there that enjoys ignoring other females. other than that, cheap specials. fundido is good. this place is way too ""west valley"" for me so i probably won't be back, went for a friends birthday. if you enjoy mediocre service and bro dudes, this is your spot!!!",1,Negative,56,324,7,4.803571428571429,0.8743,0.206,0.068,0.726,3,0,0.05263157894736842,0.021406727828746176,0.8421052631578947,0
i been to mon ami gabi before and their food is really good too and i want to come back its just i don't really go to the strip much but once i go to the strip again i will come back and try new menu.,4,Positive,46,200,1,3.369565217391304,0.3064,0.077,0.0,0.923,0,0,0.0,0.024875621890547265,0.6595744680851063,0
the place looked great but after we sat down it was downhill from there!! nni ordered the chicken tacos they were so spicy i could not even enjoy them beans and rice were plain so all i ate was one taco. nnmy fiance ordered the chicken salad the chicken was over seasoned and he only ate maybe half. nnour friends ordered the burgers and they actually said they tasted great and i wish i ordered that but who knew burgers at a mexican restaurant would be their highlight! nnto top it off the service was so slow and it took about 35 minutes for the food to arrive i will never return to this place.........................................,1,Negative,115,638,5,4.556521739130435,0.9619,0.173,0.027,0.8,3,0,0.02586206896551724,0.017001545595054096,0.6982758620689655,0
"it's never my intention to harm a local business, but this place blows. nothing is current. unless you want faded black business casual pants. again, discounts aren't done by date, which is sad considering it's the best way to keep the merchandise moving and in season. nnthe owner is very nice and positive. maybe you can help her out by consigning good items with her?",2,Negative,65,370,6,4.707692307692308,0.9678,0.3,0.073,0.627,0,1,0.0,0.015915119363395226,0.8636363636363636,0
